restaurant_id,owner_id,name,description,address,latitude,longitude,phone,opening_hours,price_range,rating_avg,approval_status,is_active,created_at,updated_at
5fc429f7-e360-495c-b9e9-000ae53f7ddc,46c7258a-aaa4-4c31-a63a-45f02186a7a3,Geek Hub,Geek Hub là địa điểm tại Quận 1.,"Hẻm 27 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Hồ Chí Minh, 71007",10.7876305,106.6993349,905490223,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 50000,4.3,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
c8565965-15f2-47d0-8a9b-318f7c99f554,c41578fe-54a2-47c6-b2df-344c2e65ba94,Geek Hub,Geek Hub là địa điểm tại Phú Nhuận.,"Hẻm 244 Huỳnh Văn Bánh, Phú Nhuận, Hồ Chí Minh, 72206",10.7927497,106.6752782,902032000,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,3.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
82da45cd-fd4d-41ca-9621-3a65fc33de36,3637e624-1c8d-4a00-91d2-ad97c6e92cae,Prem Bistro,Prem Bistro là nhà hàng tại Quận 1.,"187/13 Hẻm 187 Điện Biên Phủ, Đa Kao, Quận 1, Hồ Chí Minh, 71007",10.786495,106.6942548,908955974,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,4.1,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
6ac9aad2-15f3-49d8-a458-7f0350f8d04b,61396dba-45eb-448e-a242-39f96430f227,Saigon Cozy2 At Bui Vien Walking Street,Saigon Cozy2 At Bui Vien Walking Street là khách sạn tại Quận 1.,"Hẻm 241 Phạm Ngũ Lão, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, 71012",10.7677522,106.6924769,901923043,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ec527aae-180a-4980-95ab-812d3efad60a,b606b362-5002-43a5-9115-78ca43bc7775,Gỏi Đu Đủ Ty Thy Hồ Chí Minh,Gỏi Đu Đủ Ty Thy Hồ Chí Minh là nhà hàng tại Quận 6.,"Cơ Sở 2 Trường Mầm Non Rạng Đông 5, 55C Đường Minh Phụng, Phường 5, Quận 6, Hồ Chí Minh, 73110",10.7488299,106.6424268,907129214,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.6,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
a3afc658-4f33-41f8-9f7b-e0d9bdc04bc9,765802c0-d916-4bcb-9dbf-8b61a196aa94,22z10 Bar,22z10 Bar là quán bar tại Quận 1.,"Hẻm 121 Lê Thị Riêng, Bến Thành, Quận 1, Hồ Chí Minh, 71009",10.7704006,106.6902576,905090695,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 50000,4.9,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
766a94b5-722c-4b52-901e-d1cda127b2b8,9d22e772-18be-490d-9ae4-7b3f2bc6956b,McDonald's,McDonald's là quán thức ăn nhanh tại Quận 4.,"384 Đường Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, 72808",10.7602428,106.6989302,905619921,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,3.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
4a2a9368-e00c-4b44-b283-2633d5461cdd,8379c213-5841-4d13-83f9-4febdc710373,Alagón City,Alagón City là khách sạn tại Quận 1.,"58 Đường Phạm Hồng Thái, Bến Thành, Quận 1, Hồ Chí Minh, 71009",10.7715372,106.6943158,901173864,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 50000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
b09aab9d-fb3a-4ad2-b623-59f8f84b9697,4c1202ac-4806-4d76-9e9f-65e15659d392,Tan Lap,Tan Lap là quán cà phê tại Quận 1.,"274 Đường Lê Thánh Tôn, Bến Thành, Quận 1, Hồ Chí Minh",10.7718641,106.6955095,909459346,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.1,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
29035147-67b4-4572-ae3c-b54ca6930a63,a90ceed5-c84c-49d9-a5b4-7d09026d258b,Cô Tuyêt,Cô Tuyêt là quán thức ăn nhanh tại Quận 3.,"Hẻm 335 Điện Biên Phủ, Quận 3, Hồ Chí Minh, 72416",10.775162,106.6826764,906899701,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,3.5,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
d2a9131e-a050-4989-96c3-e83b37f548b2,689e8d52-3acb-401d-90e6-d1069f5bade1,A Bao,A Bao là quán thức ăn nhanh tại Quận 10.,"Đường Hồ Thị Kỷ, Phường 1, Quận 10, Hồ Chí Minh, 72520",10.7648756,106.6765439,905645828,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,3.7,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
7c03bc27-b530-4c4a-9cc1-11ae9d23bcc0,c1e6acd1-3b6e-4a6e-92a8-3f55d8db04e7,Hồ Thị Kỷ,Hồ Thị Kỷ là quán thức ăn nhanh tại Quận 10.,"Đường Hồ Thị Kỷ, Phường 1, Quận 10, Hồ Chí Minh, 72520",10.7651009,106.6764346,902248189,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.7,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ae434f8b-6e59-4765-b5ff-157c7d7ca56f,e95df57c-e588-458e-b697-98174fa54a06,Jollibee,Jollibee là quán thức ăn nhanh tại Quận 3.,"194D Đường Pasteur, Phường 6, Quận 3, Hồ Chí Minh",10.7815761,106.6948345,906589012,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
5d78c6a2-62b3-441f-9e94-bb20971154d2,d7683653-8f74-45a1-8548-b13be57f7bfe,Sugar free black Sesame,Sugar free black Sesame là quán cà phê tại Quận 1.,"149 Đường Nguyễn Thái Bình, Nguyễn Thái Bình, Quận 1, Hồ Chí Minh, 71010",10.768247,106.6987072,906808859,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,3.6,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
5e46c676-7066-4ff7-921f-b9ca86224da3,c81d1342-0197-4b44-96f8-1e89fc688ae5,Saigon Europe Hotel & Spa,Saigon Europe Hotel & Spa là khách sạn tại Quận 1.,"207 Đường Đề Thám, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, 71012",10.7677236,106.6937316,904342497,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,3.7,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
f83b8e2f-30c3-4210-b054-c7cc82482efb,178b14c2-ab89-4214-8527-7cb16fbee04c,Miến Phở Gà,Miến Phở Gà là quán cà phê tại Quận 1.,"12 Đường Trần Cao Vân, Đa Kao, Quận 1, Hồ Chí Minh, 71007",10.7846923,106.6979902,901847965,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,5.0,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
d4f0c24e-def2-474f-8784-45ff81774a5d,77a2e074-1105-4f6b-8d2f-f1ccaca18094,Libra Coffee,Libra Coffee là quán cà phê tại Quận 1.,"10 Hẻm 18Bis Nguyễn Thị Minh Khai, Đa Kao, Quận 1, Hồ Chí Minh, 71007",10.7855319,106.6996473,909622719,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.9,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
5b4432c3-0823-40f9-a9c2-891d7e80f337,24cd8cf8-c49a-44b1-b384-c063ce70f1cd,Ben Nghe Street Food,Ben Nghe Street Food là địa điểm du lịch tại Quận 1.,"140B Hẻm 140 Nam Kỳ Khởi Nghĩa, Bến Nghé, Quận 1, Hồ Chí Minh, 71006",10.7776249,106.6978228,909974916,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.1,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ee360043-8ff0-406f-be54-ab1ffee60292,f70f4254-8901-4a13-9d26-4baeb9c1bb77,Be An Vegetarian Cafe,Be An Vegetarian Cafe là nhà hàng tại Quận 1.,"Thế Giới Sinh Tố-Cafe 11B, 11B Đường Trần Cao Vân, Đa Kao, Quận 1, Hồ Chí Minh, 71007",10.784408,106.6977612,907125355,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
e68008c6-6969-4188-adaa-66efb842fea4,a7f54004-b658-4599-9778-600d583ef1c5,Jerrico Lounge,Jerrico Lounge là quán bar tại Quận 1.,"Trung Tâm Phân Phối Gạo Sạch Itarice, 19 Đường Cao Bá Nhạ, Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, 71014",10.7628447,106.6901652,907206056,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 50000,3.7,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
7f23024a-700a-4e58-aaf3-c2061a1bc423,a0f79103-9c65-446c-a373-b9f136ab6516,Cơm Chay Tùy Duyên,Cơm Chay Tùy Duyên là nhà hàng tại Tân Bình.,"Đường Bùi Thị Xuân, Phường 1, Tân Bình, Hồ Chí Minh, 72120",10.791537,106.665755,909812010,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,4.4,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
e218cb60-6d86-4900-8a9e-b89508a26a72,a8dd3058-6fb5-4a5d-b778-f4a30d961157,Qúan Chay Thiên Đức,Qúan Chay Thiên Đức là nhà hàng tại Tân Bình.,"Đường Bùi Thị Xuân, Phường 1, Tân Bình, Hồ Chí Minh, 72107",10.7917657,106.6656704,904367328,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.3,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
87735cc4-762c-4e93-97f2-222c73f24e3b,bb3651e7-2649-47ce-a8a0-24f147efcb38,Phở Như,Phở Như là nhà hàng tại Phú Nhuận.,"174/1 Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh, 72219",10.7914445,106.6671403,901557643,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
08dcc734-7b59-4231-847f-9413f186309c,5fa9accf-b36f-4d8a-9a6b-acb652b288c8,Phương Thanh,Phương Thanh là nhà hàng tại Quận 1.,"87B Đường Đề Thám, Cô Giang, Quận 1, Hồ Chí Minh, 71013",10.7645356,106.695117,902234979,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,4.0,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
2a6f2548-920f-4288-8b80-7cf89ab0e219,3f8a9cbd-30c1-4121-87b9-95bab911f386,Dakao Tipsy,Dakao Tipsy là quán bar tại Quận 1.,"15 Đường Phan Kế Bính, Đa Kao, Quận 1, Hồ Chí Minh, 71007",10.7898125,106.6993113,903297864,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.3,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
cfb26103-949b-4fe5-98cd-b024a4731c17,5d39bb6d-db3e-4425-b83e-2059a96ba2da,Al Sham,Al Sham là nhà hàng tại Quận 1.,"314 Đường Võ Văn Kiệt, Cô Giang, Quận 1, Hồ Chí Minh, 71013",10.7618912,106.6961881,905073866,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,4.4,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
19386f53-e64c-4d27-80d0-359b67f23530,dbe23bac-447f-40e7-b239-8f1756195550,Restaurant Ngói,Restaurant Ngói là nhà hàng tại Quận 1.,"239 Đường Võ Văn Kiệt, Cô Giang, Quận 1, Hồ Chí Minh, 71013",10.7602379,106.6944889,903948873,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,4.5,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ff767b43-61f3-4b97-8bfb-f7c7d0fb5a72,d8b03cf3-70b3-4e8c-9793-89eb38e688b2,Bagel Brothers,Bagel Brothers là quán cà phê tại Quận 1.,"99Bis Đường Phạm Ngũ Lão, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, 71012",10.7698526,106.6963743,906650841,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,3.6,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
dc67df01-ef5f-4a47-b95c-c17dc23ef142,bd7203d6-b61e-4b53-8abd-c5736131714a,Pergola Garden,Pergola Garden là nhà hàng tại Phú Nhuận.,"28A Hẻm 24 Trần Cao Vân, Phường 12, Phú Nhuận, Hồ Chí Minh, 72207",10.7930548,106.6768767,906214750,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.4,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
b3e80571-45bd-4b64-a7a7-c42842b30923,dd11aabc-ccdf-4ced-8f64-3536bc75a8af,Highlands Coffee,Highlands Coffee là quán cà phê tại Quận 1.,"132A Đường Nguyễn Thái Học, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, 71012",10.7687495,106.6952098,906132645,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,3.9,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
1d3ff9cd-993b-4aab-b4af-e5075b4ebed6,b075dc3e-a565-4cb3-8137-e6f0f87a4044,Cơm tấm Đề Thám / Giá He,Cơm tấm Đề Thám / Giá He là nhà hàng tại Quận 1.,"269 Đường Đề Thám, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, 71012",10.7683966,106.6932464,903203532,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
538793fb-e669-49ab-8ae7-cf4fc54e2543,634ed97e-99cd-4339-b5ac-b7aa4e4f197b,Tartine,Tartine là nhà hàng tại Quận 1.,"62 Đường Trương Định, Bến Thành, Quận 1, Hồ Chí Minh",10.7726624,106.6956445,906309906,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,4.9,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
6b73df7a-513e-4362-8bdc-eec6a2360e28,57a32ee0-7d01-463b-92f6-9b6f5fdc3a6e,Phuc Long,Phuc Long là quán cà phê tại TP.HCM.,"Somerset Chancellor Court, Hồ Chí Minh",10.7842486,106.6997882,908533433,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,3.7,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
b9d697f6-fa32-41e7-b8bb-553d2528ec92,a6aba401-f72e-40d7-a5a6-7ad63bc4a73d,Mầm Vegetarian,Mầm Vegetarian là nhà hàng tại Phú Nhuận.,"4 Hẻm 197 Nguyễn Văn Trỗi, Phường 10, Phú Nhuận, Hồ Chí Minh, 72218",10.7965995,106.6730691,906718086,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 100000,5.0,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
a1b7bc6b-14a5-48ed-b139-d131a585ebeb,a12a851c-986b-49e0-9899-7ca941f1ee25,Đảo Space,Đảo Space là quán cà phê tại Quận 1.,"Hẻm 137 Cống Quỳnh, Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, 71014",10.7657623,106.6890133,907690641,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,3.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ceb8605a-94f0-41b9-84ae-02ac7c5ba54f,70ed49e9-59b4-4495-b447-5e262d167601,OKKIO Cafe,OKKIO Cafe là quán cà phê tại Quận 1.,"120 Đường Lê Lợi, Bến Thành, Quận 1, Hồ Chí Minh, 71009",10.7725238,106.698948,902976812,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,3.9,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
54476d28-b7c4-45bb-b571-14d506e1dc88,42787954-638c-44a6-a5db-8ac7105e2c3a,A&Em Art Hotel,A&Em Art Hotel là khách sạn tại Quận 1.,"31 Đường Lê Anh Xuân, Bến Thành, Quận 1, Hồ Chí Minh, 71009",10.7717219,106.6951574,901045336,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",200000 - 500000,4.5,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
736cddfe-1424-4e5e-b1f7-7fd2e3974fa2,e98f4c73-2321-4766-9bc7-a66e76b2e27e,Lantern Hotel,Lantern Hotel là khách sạn tại Quận 1.,"A25 Hotel, 122 Đường Lê Lai, Bến Thành, Quận 1, Hồ Chí Minh",10.7694108,106.692205,909325929,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
fafe8764-9b30-431b-9159-01b7a962c473,b7cd88d0-09d3-4bc6-95ad-ece36e587659,Cát Phúc,Cát Phúc là khách sạn tại Tân Bình.,"26 Đường Bàu Cát 2, Phường 14, Tân Bình, Hồ Chí Minh, 72112",10.7939625,106.6416284,901239864,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
37845b17-1788-4be6-988f-734631cdad8a,55e97f70-0861-426e-ba40-dcbe68c73062,Ngọc Hoa Mai,Ngọc Hoa Mai là khách sạn tại Tân Bình.,"31 Đường Bàu Cát 2, Phường 14, Tân Bình, Hồ Chí Minh, 72112",10.7941013,106.6418291,906586157,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.3,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
f06adf49-3d49-4e70-8cb7-0f4dcd2c2ce9,95adcffd-fe22-482a-b7a3-5083c1e63b67,Nam Anh 3,Nam Anh 3 là khách sạn tại Tân Bình.,"55 Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh, 72112",10.7931054,106.6413146,907103728,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
9af3e419-7c23-4a1e-9f19-e034f9181e7d,34ddd050-0cfb-4ef0-a8ba-3ba0ac6aab38,Bông Trà Bàu Cát,Bông Trà Bàu Cát là quán cà phê tại Tân Bình.,"77-79 Đường Bàu Cát, Phường 14, Tân Bình, Hồ Chí Minh, 72112",10.7929863,106.6416046,904590714,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,3.9,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
